[1635379200] LOG ROTATION: DAILY
[1635379200] LOG VERSION: 2.0
[1635379200] CURRENT HOST STATE: admin.nasajon.com.br;UP;HARD;1;TCP OK - 0.076 second response time on admin.nasajon.com.br port 80
[1635379200] CURRENT HOST STATE: api.meurh.app;UP;HARD;1;TCP OK - 5.081 second response time on api.meurh.app port 80
[1635379200] CURRENT HOST STATE: api.meutrabalho.app;UP;HARD;1;TCP OK - 0.078 second response time on api.meutrabalho.app port 80
[1635379200] CURRENT HOST STATE: api.nasajon.com.br;UP;HARD;1;TCP OK - 0.079 second response time on api.nasajon.com.br port 80
[1635379200] CURRENT HOST STATE: atendimento.nasajon.com.br;UP;HARD;1;TCP OK - 0.076 second response time on atendimento.nasajon.com.br port 80
[1635379200] CURRENT HOST STATE: atendimentocomercial.nasajon.com.br;UP;HARD;1;TCP OK - 0.074 second response time on atendimentocomercial.nasajon.com.br port 80
[1635379200] CURRENT HOST STATE: auth.nasajon.com.br;UP;HARD;1;TCP OK - 0.079 second response time on auth.nasajon.com.br port 80
[1635379200] CURRENT HOST STATE: avaliacaodesempenho.nasajon.com.br;UP;HARD;1;TCP OK - 0.075 second response time on avaliacaodesempenho.nasajon.com.br port 80
[1635379200] CURRENT HOST STATE: beta.admin.nasajon.com.br;UP;HARD;1;TCP OK - 0.077 second response time on beta.admin.nasajon.com.br port 80
[1635379200] CURRENT HOST STATE: compilacoes.nasajon.com.br;UP;HARD;1;TCP OK - 0.079 second response time on compilacoes.nasajon.com.br port 80
[1635379200] CURRENT HOST STATE: conta.nasajon.com.br;UP;HARD;1;TCP OK - 0.075 second response time on conta.nasajon.com.br port 80
[1635379200] CURRENT HOST STATE: diretorio.nasajon.com.br;UP;HARD;1;TCP OK - 0.076 second response time on diretorio.nasajon.com.br port 80
[1635379200] CURRENT HOST STATE: gp.nasajon.com.br;UP;HARD;1;TCP OK - 0.078 second response time on gp.nasajon.com.br port 80
[1635379200] CURRENT HOST STATE: jenkins.nasajon.com.br;UP;HARD;1;TCP OK - 0.076 second response time on jenkins.nasajon.com.br port 80
[1635379200] CURRENT HOST STATE: licencas.nasajon.com.br;UP;HARD;1;TCP OK - 0.075 second response time on licencas.nasajon.com.br port 80
[1635379200] CURRENT HOST STATE: login.nasajon.com.br;UP;HARD;1;TCP OK - 0.081 second response time on login.nasajon.com.br port 80
[1635379200] CURRENT HOST STATE: lp.nasajon.com.br;UP;HARD;1;TCP OK - 5.085 second response time on lp.nasajon.com.br port 80
[1635379200] CURRENT HOST STATE: maladireta.nasajon.com.br;UP;HARD;1;TCP OK - 0.077 second response time on maladireta.nasajon.com.br port 80
[1635379200] CURRENT HOST STATE: multinotas.nasajon.com.br;UP;HARD;1;TCP OK - 0.077 second response time on multinotas.nasajon.com.br port 80
[1635379200] CURRENT HOST STATE: nasajon.com.br;UP;HARD;1;TCP OK - 0.074 second response time on nasajon.com.br port 80
[1635379200] CURRENT HOST STATE: paineldefundo.nasajon.com.br;UP;HARD;1;TCP OK - 0.075 second response time on paineldefundo.nasajon.com.br port 80
[1635379200] CURRENT HOST STATE: pontoweb.nasajon.com.br;UP;HARD;1;TCP OK - 0.077 second response time on pontoweb.nasajon.com.br port 80
[1635379200] CURRENT HOST STATE: portalfuncionario.nasajon.com.br;UP;HARD;1;TCP OK - 0.075 second response time on portalfuncionario.nasajon.com.br port 80
[1635379200] CURRENT HOST STATE: projetos.nasajon.com.br;UP;HARD;1;TCP OK - 0.075 second response time on projetos.nasajon.com.br port 80
[1635379200] CURRENT HOST STATE: rabbitmq.nasajon.com.br;UP;HARD;1;TCP OK - 0.076 second response time on rabbitmq.nasajon.com.br port 443
[1635379200] CURRENT HOST STATE: sentry.nasajon.com.br;UP;HARD;1;TCP OK - 0.077 second response time on sentry.nasajon.com.br port 80
[1635379200] CURRENT HOST STATE: servicos.nasajon.com.br;UP;HARD;1;TCP OK - 0.079 second response time on servicos.nasajon.com.br port 80
[1635379200] CURRENT HOST STATE: sistemabap.com.br;UP;HARD;1;TCP OK - 0.117 second response time on sistemabap.com.br port 80
[1635379200] CURRENT HOST STATE: symmetric.nasajon.com.br;UP;HARD;1;TCP OK - 0.078 second response time on symmetric.nasajon.com.br port 80
[1635379200] CURRENT HOST STATE: telemetria.nasajon.com.br;UP;HARD;1;TCP OK - 0.077 second response time on telemetria.nasajon.com.br port 80
[1635379200] CURRENT HOST STATE: v2.nasajon.com.br;UP;HARD;1;TCP OK - 0.011 second response time on v2.nasajon.com.br port 80
[1635379200] CURRENT SERVICE STATE: admin.nasajon.com.br;Check DNS;OK;HARD;1;DNS OK: 0.019 seconds response time. admin.nasajon.com.br returns 34.216.187.68,44.230.4.151,52.32.50.218,52.36.83.44
[1635379200] CURRENT SERVICE STATE: admin.nasajon.com.br;ssl_cert_expire;OK;HARD;1;SSL OK - Certificate '*.nasajon.com.br' will expire in 302 days on 2022-08-25 23:59 +0000/UTC.
[1635379200] CURRENT SERVICE STATE: admin.nasajon.com.br;url_check;OK;HARD;1;HTTP OK: HTTP/1.1 200 OK - 355 bytes in 0.344 second response time
[1635379200] CURRENT SERVICE STATE: api.meurh.app;Check DNS;OK;HARD;1;DNS OK: 0.069 seconds response time. api.meurh.app returns 34.216.187.68,44.230.4.151,52.32.50.218,52.36.83.44
[1635379200] CURRENT SERVICE STATE: api.meurh.app;ssl_cert_expire;OK;HARD;1;SSL OK - Certificate 'nasajon.app' will expire in 171 days on 2022-04-16 23:59 +0000/UTC.
[1635379200] CURRENT SERVICE STATE: api.meurh.app;url_check;OK;HARD;1;HTTP OK: HTTP/1.1 200 OK - 665 bytes in 0.337 second response time
[1635379200] CURRENT SERVICE STATE: api.meutrabalho.app;Check DNS;OK;HARD;1;DNS OK: 0.037 seconds response time. api.meutrabalho.app returns 34.216.187.68,44.230.4.151,52.32.50.218,52.36.83.44
[1635379200] CURRENT SERVICE STATE: api.meutrabalho.app;ssl_cert_expire;OK;HARD;1;SSL OK - Certificate 'meutrabalho.app' will expire in 319 days on 2022-09-11 23:59 +0000/UTC.
[1635379200] CURRENT SERVICE STATE: api.meutrabalho.app;url_check;OK;HARD;1;HTTP OK: HTTP/1.1 200 OK - 678 bytes in 0.328 second response time
[1635379200] CURRENT SERVICE STATE: api.nasajon.com.br;Check DNS;OK;HARD;1;DNS OK: 0.060 seconds response time. api.nasajon.com.br returns 34.216.187.68,44.230.4.151,52.32.50.218,52.36.83.44
[1635379200] CURRENT SERVICE STATE: api.nasajon.com.br;ssl_cert_expire;OK;HARD;1;SSL OK - Certificate '*.nasajon.com.br' will expire in 302 days on 2022-08-25 23:59 +0000/UTC.
[1635379200] CURRENT SERVICE STATE: api.nasajon.com.br;url_check;OK;HARD;1;HTTP OK: HTTP/1.1 200 OK - 684 bytes in 0.342 second response time
[1635379200] CURRENT SERVICE STATE: atendimento.nasajon.com.br;Check DNS;OK;HARD;1;DNS OK: 0.035 seconds response time. atendimento.nasajon.com.br returns 34.216.187.68,44.230.4.151,52.32.50.218,52.36.83.44
[1635379200] CURRENT SERVICE STATE: atendimento.nasajon.com.br;ssl_cert_expire;OK;HARD;1;SSL OK - Certificate '*.nasajon.com.br' will expire in 302 days on 2022-08-25 23:59 +0000/UTC.
[1635379200] CURRENT SERVICE STATE: atendimento.nasajon.com.br;url_check;OK;HARD;1;HTTP OK: HTTP/1.1 200 OK - 343 bytes in 0.331 second response time
[1635379200] CURRENT SERVICE STATE: atendimentocomercial.nasajon.com.br;Check DNS;OK;HARD;1;DNS OK: 0.054 seconds response time. atendimentocomercial.nasajon.com.br returns 34.216.187.68,44.230.4.151,52.32.50.218,52.36.83.44
[1635379200] CURRENT SERVICE STATE: atendimentocomercial.nasajon.com.br;ssl_cert_expire;OK;HARD;1;SSL OK - Certificate '*.nasajon.com.br' will expire in 302 days on 2022-08-25 23:59 +0000/UTC.
[1635379200] CURRENT SERVICE STATE: atendimentocomercial.nasajon.com.br;url_check;OK;HARD;1;HTTP OK: HTTP/1.1 200 OK - 14412 bytes in 0.372 second response time
[1635379200] CURRENT SERVICE STATE: auth.nasajon.com.br;Check DNS;OK;HARD;1;DNS OK: 0.052 seconds response time. auth.nasajon.com.br returns 34.216.187.68,44.230.4.151,52.32.50.218,52.36.83.44
[1635379200] CURRENT SERVICE STATE: auth.nasajon.com.br;ssl_cert_expire;OK;HARD;1;SSL OK - Certificate '*.nasajon.com.br' will expire in 302 days on 2022-08-25 23:59 +0000/UTC.
[1635379200] CURRENT SERVICE STATE: auth.nasajon.com.br;url_check;OK;HARD;1;HTTP OK: HTTP/1.1 200 OK - 874 bytes in 0.308 second response time
[1635379200] CURRENT SERVICE STATE: avaliacaodesempenho.nasajon.com.br;Check DNS;OK;HARD;1;DNS OK: 0.064 seconds response time. avaliacaodesempenho.nasajon.com.br returns 34.216.187.68,44.230.4.151,52.32.50.218,52.36.83.44
